Sample ID,Island,Latitude (degrees N),Longitude (degrees E),Rock name,Al2O3 (percent),Cr (ppm),Rb (ppm)
s_S19 [696],AZORES / SAO MIGUEL / AGUA DE PAO,37.80,-25.50,"BASALT, ALKALINE [696] / NOT GIVEN [18632]",14.96,452.00,75.00
s_GKM31 [19648],PITCAIRN-GAMBIER CHAIN / GAMBIER ISLAND - KAMAKA,-23.25,-134.25,THOLEIITE [19648],14.32,453.00,11.70
s_G192-4 [10282],GALAPAGOS ISLANDS / SANTA CRUZ (INDEFATIGABLE),-0.63,-90.38,BASALT [10282],16.03,454.00,1.34
s_SCZ15-01 [24087],GALAPAGOS ISLANDS / SANTA CRUZ (INDEFATIGABLE),-0.56,-90.53,BASALT [24087],16.37,454.37,1.36
s_27-APR-95 [2778],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,19.33,-155.11,THOLEIITE [2778] / BASALT [9148],12.91,455.00,7.60
s_273-R12 [9018],HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,21.21,-157.73,BASANITE [9018],12.35,455.00,12.30
s_LAN11 [1499],CANARY ISLANDS / LANZAROTE / CORONA / SERIES IV,29.00,-13.60,BASALT [1499],12.42,455.00,22.00
s_TLP 23-1 [19949],CANARY ISLANDS / LA PALMA,28.50,-18.00,BASANITE [19949],11.83,455.00,45.70
s_B1-4 [15682],MASCARENE ISLANDS INCL. REUNION / MAURITIUS,-20.2736,57.42,NOT GIVEN [15682],14.58,455.40,8.50
s_LAN13 [1499],CANARY ISLANDS / LANZAROTE / CORONA / SERIES IV,29.00,-13.60,BASALT [1499],13.20,456.00,17.00
s_C-09-01 [16341],AZORES / CORVO / PRE-CALDERA STAGE,39.68,-31.10,"BASALT, ALKALINE [16341] / NOT GIVEN [19965]",13.99,456.15,26.54
s_125 [481],ST. HELENA CHAIN / ST. HELENA / NORTHEASTERN VOLCANO / SHIELD STAGE,-15.95,-5.70,"BASALT, ALKALINE [481]",12.89,457.00,17.00
s_EF1 [6665],CANARY ISLANDS / FUERTEVENTURA / BASALT SERIES IV,28.33,-13.91,"BASALT, ALKALINE [6665] / BASANITE [1211] / NOT GIVEN [15508]",12.81,457.00,18.00
s_J-45 [4868],SELVAGEN ISLANDS / SELVAGEN GRANDE / GRANDE,31.00,-16.00,BASANITE [4868],12.35,457.00,19.40
s_H [24464],CAMEROON LINE / BIOKO,3.40,8.70,BASALT [24464],12.25,457.00,32.00
s_PX0802 [23491],AZORES / PICO ALTO,38.52,-28.43,NOT GIVEN [23491],13.87,457.95,40.99
s_GMD74 [19648],PITCAIRN-GAMBIER CHAIN / GAMBIER ISLAND - MANGAREVA / MONT DUFF,-23.13,-135.00,THOLEIITE [19648],14.90,458.00,3.46
s_T326-R11 [13316],HAWAIIAN ISLANDS / OAHU / WAIANAE,21.39,-158.47,THOLEIITE [13316],13.16,458.00,7.90
s_GCR-52 [14732],CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / POST-ROQUE NUBLO FORMATION,28.11,-15.65,BASANITE [14732],9.57,458.40,6.96
RPA71,Rapa,-27.63,-144.34,,11.78,458.68,23.07
s_T317-R14 [12504] / s_T317-R14  [19774],HAWAIIAN ISLANDS / NIIHAU / REJUVENATED STAGE / KIEKIE BASALT,22.14,-160.25,"BASALT [12504] / NOT GIVEN [19774] / BASALT, ALKALINE [7190]",15.05,459.00,5.40
s_J-30 [4868],SELVAGEN ISLANDS / SELVAGEN GRANDE / GRANDE,30.14,-15.86,BASANITE [4868] / NOT GIVEN [15508],13.29,459.00,15.70
s_AZ1704 [651],AZORES / SAO MIGUEL,37.80,-25.50,"BASALT, ALKALINE [651]",13.58,459.00,28.00
s_299-33 [19624],HAWAIIAN ISLANDS / KAUAI / SOUTH KAUAI SWELL / SHIELD STAGE,21.44,-159.52,THOLEIITE [19624],13.25,460.00,9.40
s_BY96-27 [5177],KERGUELEN / KERGUELEN ARCHIPELAGO / MONT DES RUCHES,-48.87,68.96,"BASALT [5177] / BASALT, TRANSITIONAL [14785]",14.37,460.00,17.10
s_SNS24 [1133],ICELAND / ICELAND / SNAEFELLSJ÷KULL,64.81,-23.43,"BASALT, ALKALINE, OLIVINE [1133]",14.10,460.00,19.08
s_MR94-04 [7412],MASCARENE ISLANDS INCL. REUNION / MAURITIUS,-20.50,57.44,"BASALT, ALKALINE [7412]",14.19,460.00,21.00
s_P29 [696],AZORES / PICO,38.51,-28.40,"BASALT, ALKALINE [696] / NOT GIVEN [21396]",14.57,460.00,29.00
s_U35 M(1) [6967],SAMOAN ISLANDS / UPOLU / MULIFANUA SERIES,-13.84,-171.95,BASALT [6967],11.14,460.00,40.40
s_P-11-3 [24239],CAROLINE ISLANDS / PONAPE,6.90,158.25,NOT GIVEN [24239],12.14,460.40,11.59
s_9362 [4593],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE,65.79,-16.92,BASALT [4593],13.99,461.00,3.00
s_665-2 [12578],CANARY ISLANDS / LA PALMA,28.44,-17.85,BASALT [12578],13.77,461.00,36.00
s_ZM189 [726],CAPE VERDE ISLANDS / MAIO / CASAS VELHAS FORMATION,15.15,-23.20,"BASALT, ALKALINE [726]",11.02,461.00,43.00
s_D11A [21895] / s_D11 A [13694] / s_DRFT04-D11-A [13679],GALAPAGOS ISLANDS / FERNANDINA (NARBOROUGH),-0.08,-91.79,BASALT [21895],14.05,462.00,5.90
s_HW29 [7966],HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE,19.42,-155.26,BASALT [7966],12.85,462.00,8.21
s_RNB125 [947],CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / ROQUE NUBLO FORMATION,28.00,-15.60,BASANITE [947],10.68,462.00,46.00
s_W11 [118] / s_W-11 [11841],HAWAIIAN ISLANDS / HAWAII / KOHALA / SHIELD STAGE / POLOLU SERIES,20.11,-155.59,"BASALT, THOLEIITIC [118] / THOLEIITE, TRANSITIONAL [42] / BASALT [11841] / NOT GIVEN [15719]",14.75,463.00,0.28
s_22-2 [1254] / s_F11-88-HW-22D-2 [7568] / s_F11-88-HW-22D [7190],HAWAIIAN ARCH VOLCANIC FIELDS / NORTH ARCH VOLCANIC FIELD,23.73,-157.64,"BASALT, ALKALINE [1254] / BASALT [2162]",13.80,464.00,6.85
s_PON 13-06 [21069],CAROLINE ISLANDS / PONAPE,5.83,158.17,BASALT [21069],12.10,464.00,21.70
s_B-5 [7878] / s_B5 [8382],MASCARENE ISLANDS INCL. REUNION / MAURITIUS / INTERMEDIATE SERIES,-20.33,57.50,BASALT [7878] / BASANITE [8382],13.02,464.00,26.50
s_ALIA-D115-07 [12241],SAMOAN ISLANDS / SAVAI^I / SHIELD STAGE,-14.09,-172.90,BASALT [12241],11.53,464.00,80.00
s_ALIA-D115-28 [12241],SAMOAN ISLANDS / SAVAI^I / SHIELD STAGE,-14.09,-172.90,HAWAIITE [12241] / BASALT [15770],13.44,464.00,81.40
RMT03,Rimatara,-22.67,-152.75,,11.50,464.19,28.61
s_7-JAN-90 [2778],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,19.33,-155.11,THOLEIITE [2778],12.81,465.00,6.90
s_542DS-1 [12941],AZORES / GRACIOSA,39.10,-28.27,BASALT [12941],15.10,465.00,15.40
s_14G [16348],MARQUESAS / HIVA OA / PUAMAU / SHIELD STAGE,-9.78,-138.89,"THOLEIITE, OLIVINE [16348]",12.55,465.00,40.00
s_502B [9565],ICELAND / ICELAND,64.70,-20.79,"THOLEIITE, OLIVINE [9565]",14.65,466.00,1.10
s_OL31 [7196],HAWAIIAN ISLANDS / MAUI / WEST MAUI / SHIELD STAGE / WAILUKU SERIES,20.83,-156.60,THOLEIITE [7196],13.33,466.00,3.95
s_MA-162 [3348],MADEIRA ARCHIPELAGO / MADEIRA / LATE RIFT PHASE,32.73,-17.19,BASALT [3348],13.21,466.00,16.20
s_KR-11 [14499],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,22.00,-159.50,FOIDITE [14499],9.29,466.00,31.40
s_AHA26 A [13694],GALAPAGOS ISLANDS / FERNANDINA (NARBOROUGH),-0.43,-91.70,BASALT [13694],16.34,467.00,6.10
s_BY96-98 [5177],KERGUELEN / KERGUELEN ARCHIPELAGO / MONT FONTAINE,-48.85,69.13,BASALT [5177],13.79,467.00,9.60
s_RN104 [947],CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / ROQUE NUBLO FORMATION,28.00,-15.60,BASANITE [947],11.42,467.00,25.00
s_111721 [8504],CAPE VERDE ISLANDS / SAO ANTAO / YOUNG VOLCANICS (SAO ANTAO),17.00,-25.00,NEPHELINITE [8504],11.65,467.00,45.00
s_10-JAN-97 [2778],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,19.33,-155.11,THOLEIITE [2778],12.98,468.00,7.40
s_EL13 [6665],CANARY ISLANDS / LANZAROTE,28.95,-13.78,"BASALT, ALKALINE [6665] / NOT GIVEN [15508]",12.71,468.00,15.00
s_AT1001 [24409],AUSTRAL-COOK ISLANDS / ATIU,-20.00,-158.12,"BASALT, ALKALINE [24409]",12.78,468.18,26.61
s_74KOL-3 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,21.90,-159.58,NOT GIVEN [19774],11.00,469.00,26.00
s_PM7 [11395],HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,21.34,-157.85,NOT GIVEN [11395],14.08,470.00,0.44
s_02AHU-1 [14053],HAWAIIAN ISLANDS / HAWAII / HUALALAI / POST-SHIELD STAGE,19.57,-155.94,BASALT [14053],13.63,470.00,19.20
s_BY96-33 [5177],KERGUELEN / KERGUELEN ARCHIPELAGO / MONT DES RUCHES,-48.87,68.96,BASALT [5177],15.36,470.00,24.00
s_MA-142 [3348],MADEIRA ARCHIPELAGO / MADEIRA / SHIELD STAGE,32.64,-16.94,PICRITE [3348],13.24,471.00,16.00
s_RPA-473 [6901] / s_RPA 473 [12898],AUSTRAL-COOK ISLANDS / RAPA,-27.64,-144.32,BASALT [6901],11.30,471.00,20.00
s_AG99-123 [7525],KERGUELEN / KERGUELEN ARCHIPELAGO,-49.35,69.89,PICRITE [7525],11.18,472.00,12.00
s_311 [13086],CAPE VERDE ISLANDS / SANTIAGO / FLAMENGOS  FORMATION,15.14,-23.69,BASANITE [13086],12.44,472.00,25.00
s_69NII-3 [12504],HAWAIIAN ISLANDS / NIIHAU / REJUVENATED STAGE / KIEKIE BASALT,21.83,-160.18,BASALT [12504],15.22,474.00,4.10
s_272-R7 [9018],HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,21.21,-157.80,"BASALT, ALKALINE [9018]",12.49,474.00,22.20
s_111737 [8504],CAPE VERDE ISLANDS / SAO ANTAO / YOUNG VOLCANICS (SAO ANTAO),17.00,-25.00,NEPHELINITE [8504],11.41,474.00,45.00
s_FA0802 [23491],AZORES / FAIAL,38.74,-28.74,NOT GIVEN [23491],13.71,474.53,11.61
s_252-10 [19624],HAWAIIAN ISLANDS / KAUAI / SOUTH KAUAI SWELL / SHIELD STAGE,21.34,-159.40,THOLEIITE [19624],12.60,475.00,6.50
s_BY96-100 [5177],KERGUELEN / KERGUELEN ARCHIPELAGO / MONT FONTAINE,-48.85,69.13,BASALT [5177],13.89,475.00,14.30
s_116545 [8459],CANARY ISLANDS / LA PALMA / CUMBRE VIEJA,28.46,-17.85,BASANITE [8459],11.81,475.00,21.50
s_LAN15 [1499],CANARY ISLANDS / LANZAROTE / TIGAUTON,29.00,-13.60,BASANITE [1499],12.21,475.00,28.00
s_L6 [920],CANARY ISLANDS / LANZAROTE,29.00,-13.60,"BASALT, ALKALINE [920]",13.28,478.00,18.10
s_NV6 [726],CAPE VERDE ISLANDS / SAO VICENTE,16.85,-25.00,"BASALT, ALKALINE [726]",12.94,478.00,23.00
s_TBA-B-23 [2662],AUSTRAL-COOK ISLANDS / TUBUAI,-23.38,-149.45,BASALT [2662],11.99,478.00,32.00
s_SCL16-420 [24087],GALAPAGOS ISLANDS / SAN CRISTOBAL (CHATHAM),-0.91,-89.44,BASALT [24087],15.07,478.17,9.19
s_ES15-43 [24087],GALAPAGOS ISLANDS / ESPANOLA (HOOD),-1.35,-89.68,BASALT [24087],16.75,478.50,8.74
s_MR95-11 [7412],MASCARENE ISLANDS INCL. REUNION / MAURITIUS,-20.13,57.72,"BASALT, ALKALINE [7412]",15.29,479.00,2.00
s_NSK97-254 [10282],GALAPAGOS ISLANDS / SAN CRISTOBAL (CHATHAM),-0.76,-89.46,BASALT [10282],16.40,479.00,2.28
s_GCR-46 [14732],CANARY ISLANDS / GRAN CANARIA / PINOS DE GALDAR / SHIELD STAGE / POST-ROQUE NUBLO FORMATION,28.02,-15.61,FOIDITE [14732],9.72,479.32,63.58
s_BY96-96 [5177],KERGUELEN / KERGUELEN ARCHIPELAGO / MONT FONTAINE,-48.85,69.13,BASALT [5177],15.10,480.00,2.30
s_MR94-05 [7412],MASCARENE ISLANDS INCL. REUNION / MAURITIUS,-20.50,57.48,"BASALT, ALKALINE [7412]",14.47,480.00,5.00
s_D9 A [13694] / s_D9A [21895] / s_DRFT04-D9A [13679],GALAPAGOS ISLANDS / FERNANDINA (NARBOROUGH),-0.11,-91.83,BASALT [13694],15.92,480.00,5.80
s_J-49 [4868],SELVAGEN ISLANDS / SELVAGEN GRANDE / GRANDE,31.00,-16.00,BASANITE [4868],12.56,480.00,23.70
s_RN94 [947],CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / ROQUE NUBLO FORMATION,28.00,-15.60,"BASALT, ALKALINE [947]",10.92,480.00,32.00
s_NSK97-252 [10282],GALAPAGOS ISLANDS / SAN CRISTOBAL (CHATHAM),-0.73,-89.41,BASALT [10282],16.77,481.00,1.21
s_LGV26 [1230],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE,-21.25,55.66,BASALT [1230],13.09,481.00,12.10
s_SAV-B-8 [2662],SAMOAN ISLANDS / SAVAI^I,-13.50,-172.50,BASALT [2662],12.72,481.00,52.60
s_BY96-80 [5177],KERGUELEN / KERGUELEN ARCHIPELAGO / MONT FONTAINE,-48.85,69.13,BASALT [5177],14.59,482.00,17.00
s_BM75059 [1001],KERGUELEN / KERGUELEN ARCHIPELAGO / SHIELD STAGE,-49.00,69.00,"BASALT, ALKALINE [1001]",14.30,484.00,15.00
s_547DS-1 [16224] / s_547 DS-1 [21396],AZORES / FAIAL,38.84,-28.91,"BASALT, ALKALINE [16224] / NOT GIVEN [21396]",15.64,484.00,22.50
s_GMD64 [19648],PITCAIRN-GAMBIER CHAIN / GAMBIER ISLAND - MANGAREVA / MONT DUFF,-23.13,-135.00,THOLEIITE [19648],13.26,485.00,4.61
s_AHA25 A [13694],GALAPAGOS ISLANDS / FERNANDINA (NARBOROUGH),-0.45,-91.73,BASALT [13694],16.06,485.00,4.93
s_B-24 [7878],MASCARENE ISLANDS INCL. REUNION / MAURITIUS / INTERMEDIATE SERIES,-20.33,57.50,BASALT [7878],12.79,485.00,21.00
s_MA-17 [3348],MADEIRA ARCHIPELAGO / MADEIRA / SHIELD STAGE,32.75,-17.03,"BASALT, ALKALINE [3348] / NOT GIVEN [15508]",13.95,485.00,23.20
s_LAN16 [1499],CANARY ISLANDS / LANZAROTE / TIGAUTON,29.00,-13.60,BASANITE [1499],12.24,485.00,28.00
s_MU2 [7933] / s_MU 02 [20464],SOCIETY ISLANDS / MAUPITI / SHIELD STAGE,-16.42,-152.26,BASALT [7933],12.40,485.00,28.00
s_FH01 [16348],MARQUESAS / FATU HIVA / OMOA / POST-SHIELD STAGE,-10.48,-138.66,"THOLEIITE, OLIVINE [16348] / THOLEIITE [24718]",12.90,485.37,31.44
s_R208-5.20 [2] / s_R208 [2880],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / SHIELD STAGE,19.74,-155.05,THOLEIITE [2],12.26,486.00,9.20
s_B19-3 [15682],MASCARENE ISLANDS INCL. REUNION / MAURITIUS,-20.34,57.58,NOT GIVEN [15682],13.13,488.40,17.60
s_JMDD EH 18 [15056],CANARY ISLANDS / EL HIERRO / SHIELD STAGE / PLATFORM-FORMING ERUPTION,27.80,-18.00,ANKARAMITE [15056],11.30,488.47,27.30
s_ML-83 [152],HAWAIIAN ISLANDS / HAWAII / MAUNA LOA / SOUTH(WEST) RIFT ZONE / SHIELD STAGE,19.47,-155.58,"THOLEIITE [152] / BASALT, THOLEIITIC [17258]",12.71,489.00,6.70
s_ZM55 [651],CAPE VERDE ISLANDS / MAIO / MALHADRA PEDRA FORMATION,15.15,-23.20,BASALT [651] / MELILITITE [726],9.99,489.00,25.00
s_R11 [1230],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE / NEZ-DE-BOEUF SERIES,-21.18,55.63,BASALT [1230],13.59,490.00,4.69
s_86KA-19 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / SHIELD STAGE / HA^UPU FORMATION,21.91,-159.43,NOT GIVEN [19774],13.41,490.00,6.40
s_76KOL-1 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,22.04,-159.36,NOT GIVEN [19774],12.20,490.00,23.30
s_111764 [8504],CAPE VERDE ISLANDS / SAO ANTAO / YOUNG VOLCANICS (SAO ANTAO),17.00,-25.00,NEPHELINITE [8504],10.41,490.00,30.00
s_12-MAY-91 [2778],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,19.33,-155.11,THOLEIITE [2778] / BASALT [9148],12.87,491.00,7.10
s_EH11 [6665],CANARY ISLANDS / EL HIERRO,27.66,-18.00,NOT GIVEN [6665] / BASANITE [1211],11.48,491.00,19.00
s_EF5 [6665],CANARY ISLANDS / FUERTEVENTURA / BASALT SERIES IV,28.41,-14.01,BASANITE [6665] / NOT GIVEN [15508],12.05,491.00,27.00
s_S52 M [6967],SAMOAN ISLANDS / SAVAI^I / MULIFANUA SERIES,-13.42,-172.20,BASALT [6967],11.98,491.00,44.00
s_T323-R9 [12504] / s_T323-R9  [19774],HAWAIIAN ISLANDS / NIIHAU / REJUVENATED STAGE / KIEKIE BASALT,22.28,-160.22,BASALT [12504] / NOT GIVEN [19774],15.08,492.00,6.80
s_KV05-1 [14499],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,21.90,-159.58,BASANITE [14499],11.89,492.00,22.90
TBA33,Tubuai,-23.29,-149.41,,12.23,492.08,28.97
s_21-OCT-90 [2778],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,19.33,-155.11,THOLEIITE [2778],12.94,493.00,7.30
s_KR-5 [14499],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,22.22,-159.39,FOIDITE [14499],9.31,493.00,27.10
s_DAS70-1213-41 [22613] / s_DAS701213-41 [2448],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / PUNA BASALT,19.40,-155.27,BASALT [22613],12.63,494.00,7.95
s_MD-3 [3348],MADEIRA ARCHIPELAGO / MADEIRA / LATE RIFT PHASE,32.75,-16.94,BASALT [3348],13.76,494.00,23.80
s_ZM32 [726],CAPE VERDE ISLANDS / MAIO / MALHADRA PEDRA FORMATION,15.15,-23.20,NEPHELINITE [726],10.52,494.00,29.00
s_86KA-2 [19774] / s_86KA2 [336],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,22.02,-159.60,NOT GIVEN [19774] / NEPHELINITE [336],9.97,494.00,86.00
s_ALIA-D115-26 [12241],SAMOAN ISLANDS / SAVAI^I / SHIELD STAGE,-14.09,-172.90,TRACHYBASALT [12241],14.26,494.00,99.80
s_NSK97-238 [10282],"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.24,-90.85,BASALT [10282],14.85,495.00,5.09
s_AHA18 A [13694],GALAPAGOS ISLANDS / FERNANDINA (NARBOROUGH),-0.17,-91.77,BASALT [13694],15.76,496.00,5.30
s_B19-1 [15682],MASCARENE ISLANDS INCL. REUNION / MAURITIUS,-20.34,57.58,NOT GIVEN [15682],12.92,496.90,14.10
s_PON 13-26 [21069],CAROLINE ISLANDS / PONAPE,5.92,158.32,BASALT [21069],11.15,497.00,17.90
s_T316-R31 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,21.79,-159.53,NOT GIVEN [19774],12.19,497.00,18.50
s_EGC3 [6665],CANARY ISLANDS / GRAN CANARIA,28.03,-15.43,NOT GIVEN [6665] / BASANITE [15508],12.27,497.00,23.00
s_JMDD LP 14 [15056],CANARY ISLANDS / LA PALMA / SHIELD STAGE / CLIFF-FORMING ERUPTION,28.60,-17.90,BASANITE [15056],11.75,497.36,39.91
s_3-1747.5 [22929],SAMOAN ISLANDS / TUTUILA / SHIELD STAGE,-14.30,-170.70,BASALT [22929],11.62,497.60,52.45
s_29-DEC-92 [2778],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,19.33,-155.11,THOLEIITE [2778],12.69,498.00,7.20
s_21-5 [1254],HAWAIIAN ARCH VOLCANIC FIELDS / NORTH ARCH VOLCANIC FIELD,23.83,-157.65,"BASALT, ALKALINE [1254] / BASALT [2162]",12.40,498.00,17.00
s_MU5 [7933] / s_MU 05 [20464],SOCIETY ISLANDS / MAUPITI / SHIELD STAGE,-16.42,-152.26,BASALT [7933],12.65,498.00,20.80
s_G192-19 [10282],GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / ECUADOR,-0.26,-91.52,THOLEIITE [10282],14.32,499.00,9.21
s_297-20 [19624],HAWAIIAN ISLANDS / KAUAI / SOUTH KAUAI SWELL / REJUVENATED STAGE,21.57,-159.95,"BASALT, ALKALINE [19624]",14.54,499.00,10.80
s_BY96-89 [5177],KERGUELEN / KERGUELEN ARCHIPELAGO / MONT FONTAINE,-48.85,69.13,BASALT [5177],14.35,500.00,1.10
s_116538 [8459],CANARY ISLANDS / LA PALMA / CUMBRE VIEJA,28.46,-17.85,BASANITE [8459],11.86,500.00,19.30
s_22X [778],MARQUESAS / HIVA OA,-9.60,-135.00,BASALT [778],11.48,500.00,21.40
s_22X [16348],MARQUESAS / HIVA OA / TAAOA / SHIELD STAGE,-9.81,-139.13,"BASALT, PICRITIC [16348]",11.48,500.00,22.00
s_116527 [8459],CANARY ISLANDS / LA PALMA / CUMBRE VIEJA,28.46,-17.85,BASANITE [8459],12.12,501.00,18.30
s_EH33-76 [252],HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / HILINA BASALT,19.30,-155.33,THOLEIITE [252] / BASALT [212],12.86,502.00,7.10
s_HW22 [7966],HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE,19.41,-155.25,BASALT [7966],12.93,502.00,9.37
s_408764 [14498],ICELAND / ICELAND,64.89,-22.33,NOT GIVEN [14498],14.38,502.00,9.40
s_SAV-B-7 [2662],SAMOAN ISLANDS / SAVAI^I,-13.50,-172.50,BASALT [2662] / NOT GIVEN [19195],12.65,502.00,37.90
s_GMD66 [19648],PITCAIRN-GAMBIER CHAIN / GAMBIER ISLAND - MANGAREVA / MONT DUFF,-23.13,-135.00,THOLEIITE [19648],14.12,503.00,5.14
s_S692-13 [9016],HAWAIIAN ISLANDS / HAWAII / HUALALAI,19.60,-156.30,"BASALT [9016] / NOT GIVEN [9021] / BASALT, THOLEIITIC [13617]",12.90,504.00,7.00
s_J-58 [4868],SELVAGEN ISLANDS / SELVAGEN PEQUENA / PEQUENA,31.00,-16.00,BASANITE [4868],12.61,504.00,10.00
s_408755 [14498],ICELAND / ICELAND / SNAEFƒLL,64.85,-15.58,NOT GIVEN [14498],14.47,504.00,15.30
samp. 121464,KLAKSVIK,,,BASALT,15.31,505,2.3
s_EK-1 [14945],HAWAIIAN ISLANDS / KAUAI / KAUAI,22.27,-158.97,"BASALT, THOLEIITIC [14945]",12.09,505.00,9.10
s_GCR-35 [14732],CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / POST-ROQUE NUBLO FORMATION,28.07,-15.46,BASANITE [14732],9.71,505.03,12.27
s_MH-11 [11395],HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,21.34,-157.85,NOT GIVEN [11395],13.36,506.00,3.27
s_MA-66 [3348],MADEIRA ARCHIPELAGO / MADEIRA / SHIELD STAGE,32.77,-17.07,BASALT [3348],13.62,506.00,18.50
s_RPA-367 [6901],AUSTRAL-COOK ISLANDS / RAPA,-27.60,-144.33,BASALT [6901],12.36,506.00,25.00
s_LAN14 [1499],CANARY ISLANDS / LANZAROTE / TIGAUTON,29.00,-13.60,BASANITE [1499],12.22,506.00,27.00
s_SG93-5 [10282],GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / CERRO AZUL,-0.87,-91.50,BASALT [10282],14.79,508.00,6.11
s_DAS69-3-2 [22613] / s_DAS693-2 [2448],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / PUNA BASALT,19.40,-155.27,BASALT [22613],12.54,508.00,8.20
s_M-67 [4872],MADEIRA ARCHIPELAGO / MADEIRA,32.75,-17.00,NOT GIVEN [4872],13.50,509.00,14.00
s_HW34 [7966],HAWAIIAN ISLANDS / HAWAII / MAUNA LOA / SHIELD STAGE,19.59,-155.45,BASALT [7966],12.81,510.00,6.81
ATT148,Aitutaki,-18.93,-159.76,,11.71,512.21,29.68
s_86KA-12 [19774] / s_86KA12 [336],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,22.05,-159.65,"NOT GIVEN [19774] / BASALT, ALKALINE [336]",12.30,513.00,16.60
H64,St. Helena,-15.95,-5.70,Picrobasalt,12.63,513.84,16.00
s_TAH3 [562],SOCIETY ISLANDS / TAHITI,-17.70,-149.45,BASALT [562],11.13,514.00,18.00
s_AN12 [1240],CAMEROON LINE / ANNOBON (PAGALU),-1.26,5.37,BASANITE [1240],11.36,514.00,21.40
s_T46 [6967],SAMOAN ISLANDS / MANUA ISLANDS / TAU ISLAND,-14.23,-169.42,BASALT [6967],12.19,515.00,19.20
samp. 121498,FUGLOY,,,BASALT,15.26,516,3.4
s_111763 [8504],CAPE VERDE ISLANDS / SAO ANTAO / YOUNG VOLCANICS (SAO ANTAO),17.00,-25.00,NEPHELINITE [8504],10.58,516.00,9.00
s_116530 [8459],CANARY ISLANDS / LA PALMA / CUMBRE VIEJA,28.46,-17.85,BASANITE [8459],11.55,516.00,17.60
s_MR95-23 [7412],MASCARENE ISLANDS INCL. REUNION / MAURITIUS,-20.47,57.38,"BASALT, ALKALINE [7412] / OCEANITE [4686]",13.20,516.00,20.00
s_298-R16 [9018],HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,21.52,-157.66,NEPHELINITE [9018],11.04,516.00,41.00
"s_BM1967,P8(5) [1001]",KERGUELEN / KERGUELEN ARCHIPELAGO,-48.55,68.50,"BASALT, ALKALINE [1001]",11.70,516.00,62.00
